epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,72.2238,1.92144,1.19364,0.8984,0.61583,0.64709,0.61781,0.27217,1.8592,1.15214,0.90075,0.000650909,0.000650909,0.000650909
57,73.4521,1.92406,1.17495,0.89459,0.6118,0.66024,0.62121,0.27662,1.83364,1.16687,0.90035,0.000636762,0.000636762,0.000636762
58,74.6972,1.90272,1.15318,0.90321,0.60952,0.65625,0.60941,0.2723,1.8535,1.19309,0.90595,0.000622615,0.000622615,0.000622615
59,75.8861,1.87171,1.17614,0.89398,0.59482,0.67886,0.62594,0.27218,1.84892,1.16686,0.90187,0.000608468,0.000608468,0.000608468
60,77.0608,1.86728,1.14898,0.90349,0.60529,0.65979,0.60775,0.27131,1.88096,1.14398,0.9113,0.000594321,0.000594321,0.000594321
61,78.287,1.90452,1.1434,0.89736,0.60661,0.66335,0.62494,0.27811,1.85244,1.14352,0.90012,0.000580174,0.000580174,0.000580174
62,79.5566,1.95744,1.18878,0.89447,0.59018,0.66517,0.62048,0.27775,1.84716,1.15719,0.89864,0.000566027,0.000566027,0.000566027
63,80.7502,1.91078,1.1492,0.89483,0.59527,0.64762,0.62062,0.277,1.86294,1.13454,0.90527,0.00055188,0.00055188,0.00055188
64,81.9715,1.93426,1.16116,0.90335,0.60732,0.65689,0.63026,0.27971,1.86758,1.1322,0.90398,0.000537733,0.000537733,0.000537733
65,83.2238,1.93809,1.16059,0.89839,0.60348,0.6682,0.62194,0.27728,1.84834,1.14693,0.90031,0.000523586,0.000523586,0.000523586
66,84.4906,1.89987,1.14205,0.89521,0.5993,0.66707,0.61033,0.27187,1.85495,1.14329,0.90269,0.000509438,0.000509438,0.000509438
67,85.7559,1.9311,1.14209,0.89754,0.60574,0.65865,0.61752,0.27207,1.85201,1.15354,0.89925,0.000495291,0.000495291,0.000495291
68,86.9691,1.90981,1.17212,0.90078,0.59718,0.66765,0.6054,0.2711,1.85163,1.14594,0.90514,0.000481144,0.000481144,0.000481144
69,88.1692,1.91438,1.16783,0.89733,0.59481,0.64525,0.59238,0.26172,1.90092,1.18548,0.91565,0.000466997,0.000466997,0.000466997
70,89.3749,1.89438,1.14838,0.89484,0.56499,0.67504,0.60676,0.27031,1.84628,1.20373,0.90117,0.00045285,0.00045285,0.00045285
71,90.6047,1.95146,1.17847,0.90894,0.58537,0.65573,0.59987,0.26674,1.8816,1.1648,0.90934,0.000438703,0.000438703,0.000438703
72,91.8016,1.92754,1.14335,0.89833,0.60615,0.67067,0.61167,0.27394,1.86543,1.12974,0.90766,0.000424556,0.000424556,0.000424556
73,93.0085,1.9035,1.13788,0.89471,0.61366,0.67429,0.62376,0.27999,1.8491,1.13455,0.90279,0.000410409,0.000410409,0.000410409
74,94.2167,1.92457,1.16884,0.90877,0.6172,0.65408,0.61448,0.27793,1.86631,1.12455,0.91013,0.000396262,0.000396262,0.000396262
