epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,21.1773,2.1163,1.40409,0.9124,0.34722,0.53987,0.4025,0.16987,2.03856,1.33121,0.91541,0.00123094,0.00123094,0.00123094
16,22.4915,2.1124,1.40091,0.9125,0.34509,0.553,0.42054,0.18684,1.9754,1.32726,0.91187,0.00121679,0.00121679,0.00121679
17,23.7749,2.07118,1.36539,0.90702,0.35574,0.5482,0.41129,0.17322,2.04156,1.36323,0.91224,0.00120265,0.00120265,0.00120265
18,25.0169,2.08452,1.38187,0.91709,0.39765,0.54643,0.43387,0.19167,1.96118,1.29605,0.90876,0.0011885,0.0011885,0.0011885
19,26.2885,2.10076,1.36216,0.90594,0.41539,0.54743,0.4332,0.1882,1.9816,1.30841,0.90682,0.00117435,0.00117435,0.00117435
20,27.5205,1.99392,1.33722,0.91653,0.45289,0.54678,0.44512,0.20558,1.96323,1.28993,0.91707,0.00116021,0.00116021,0.00116021
21,28.762,2.07106,1.34101,0.91446,0.4655,0.5647,0.46127,0.20675,1.94867,1.32444,0.90898,0.00114606,0.00114606,0.00114606
22,30.0132,2.03156,1.31759,0.9082,0.45724,0.58247,0.4682,0.20968,1.94495,1.27309,0.90673,0.00113191,0.00113191,0.00113191
23,31.281,2.03435,1.31086,0.90616,0.48351,0.57802,0.4822,0.2124,1.97475,1.24247,0.90797,0.00111776,0.00111776,0.00111776
24,32.5845,2.02855,1.27328,0.89953,0.50254,0.56354,0.48626,0.2187,2.02701,1.21747,0.92633,0.00110362,0.00110362,0.00110362
25,33.8368,2.03275,1.27639,0.91145,0.50275,0.61948,0.52854,0.2445,1.91147,1.18234,0.90607,0.00108947,0.00108947,0.00108947
26,35.1383,2.0761,1.34667,0.91771,0.503,0.58517,0.4894,0.21748,1.95418,1.26229,0.90738,0.00107532,0.00107532,0.00107532
27,36.3599,2.0601,1.31808,0.91231,0.51812,0.59217,0.49278,0.22399,1.96391,1.22201,0.9174,0.00106118,0.00106118,0.00106118
28,37.6257,2.01096,1.27714,0.90107,0.54107,0.62918,0.54123,0.24732,1.91512,1.18833,0.90363,0.00104703,0.00104703,0.00104703
29,38.8827,2.04749,1.27493,0.91025,0.54648,0.61879,0.52869,0.24227,1.95134,1.21153,0.915,0.00103288,0.00103288,0.00103288
30,40.1234,1.97848,1.29832,0.90879,0.55028,0.61614,0.54193,0.25177,1.89618,1.19254,0.90317,0.00101873,0.00101873,0.00101873
31,41.4178,2.02644,1.26201,0.90602,0.54164,0.61952,0.55293,0.2428,1.94019,1.17795,0.90333,0.00100459,0.00100459,0.00100459
32,42.6377,2.00817,1.25532,0.90043,0.53899,0.60665,0.52685,0.22753,1.95521,1.21649,0.90506,0.00099044,0.00099044,0.00099044
33,43.8723,1.99155,1.27115,0.90519,0.52767,0.60633,0.52474,0.23177,1.9346,1.21813,0.90418,0.000976293,0.000976293,0.000976293
34,45.1341,2.03575,1.25522,0.91005,0.54002,0.61469,0.53593,0.23899,2.00703,1.20124,0.92424,0.000962146,0.000962146,0.000962146
35,46.3457,1.9885,1.26506,0.90397,0.55708,0.6108,0.54519,0.22592,1.98597,1.201,0.90504,0.000947999,0.000947999,0.000947999
36,47.5837,1.99608,1.25301,0.9069,0.54776,0.63259,0.55107,0.25606,1.90252,1.17266,0.90487,0.000933851,0.000933851,0.000933851
37,48.8114,2.00331,1.27772,0.90963,0.56515,0.63983,0.55438,0.25554,1.88965,1.16416,0.90585,0.000919704,0.000919704,0.000919704
38,50.0383,1.99981,1.24359,0.90197,0.55384,0.62691,0.52893,0.23457,1.93741,1.22544,0.90861,0.000905557,0.000905557,0.000905557
39,51.326,2.00696,1.2184,0.90713,0.56029,0.64515,0.55956,0.25811,1.90768,1.14327,0.90657,0.00089141,0.00089141,0.00089141
40,52.5676,1.97538,1.20164,0.89951,0.55574,0.61505,0.54265,0.2468,1.91288,1.18572,0.90487,0.000877263,0.000877263,0.000877263
41,53.7733,1.96199,1.23079,0.90199,0.59361,0.6308,0.5805,0.26795,1.88612,1.14074,0.90393,0.000863116,0.000863116,0.000863116
42,55.0418,1.97118,1.20137,0.90379,0.58589,0.64186,0.57009,0.26512,1.88219,1.14883,0.9034,0.000848969,0.000848969,0.000848969
43,56.2356,1.94144,1.18748,0.89534,0.58825,0.63236,0.57679,0.25858,1.91357,1.13093,0.90679,0.000834822,0.000834822,0.000834822
44,57.4868,1.96937,1.19431,0.90061,0.57814,0.62356,0.57042,0.25763,1.88465,1.15133,0.90127,0.000820675,0.000820675,0.000820675
45,58.6943,1.95213,1.19909,0.89874,0.5636,0.62682,0.56252,0.24845,1.91561,1.17383,0.90045,0.000806528,0.000806528,0.000806528
46,59.9588,1.93767,1.21126,0.89706,0.55549,0.63189,0.55703,0.24051,1.9371,1.18462,0.90068,0.00079238,0.00079238,0.00079238
47,61.2332,1.96122,1.19339,0.89396,0.56353,0.6209,0.55865,0.24046,1.94234,1.21409,0.90094,0.000778233,0.000778233,0.000778233
48,62.5199,1.94321,1.18335,0.89915,0.57086,0.65221,0.57294,0.26262,1.88912,1.15733,0.89926,0.000764086,0.000764086,0.000764086
49,63.7271,1.9853,1.21952,0.9039,0.56862,0.64625,0.56608,0.25741,1.8934,1.15714,0.90031,0.000749939,0.000749939,0.000749939
50,64.9673,1.92702,1.19426,0.90732,0.59046,0.6485,0.58097,0.26442,1.88303,1.13945,0.89824,0.000735792,0.000735792,0.000735792
51,66.2371,1.98237,1.21158,0.89175,0.55419,0.63402,0.55622,0.22274,2.06758,1.21545,0.9107,0.000721645,0.000721645,0.000721645
