epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,23.3097,2.11,1.37499,0.91264,0.37272,0.55616,0.44154,0.20105,1.92106,1.33929,0.91666,0.00120265,0.00120265,0.00120265
18,24.6094,2.10639,1.35537,0.92038,0.40392,0.55116,0.44492,0.20549,1.91648,1.34849,0.92332,0.0011885,0.0011885,0.0011885
19,25.8741,2.08198,1.34089,0.91655,0.41824,0.54288,0.43496,0.19556,2.01087,1.3044,0.94452,0.00117435,0.00117435,0.00117435
20,27.1104,2.00154,1.32331,0.92215,0.47211,0.55235,0.4576,0.20397,1.98228,1.28409,0.93374,0.00116021,0.00116021,0.00116021
21,28.3223,2.11176,1.31643,0.91345,0.4951,0.5646,0.48654,0.22353,1.90191,1.28438,0.92101,0.00114606,0.00114606,0.00114606
22,29.5867,2.08619,1.31857,0.91269,0.47203,0.59223,0.48957,0.20926,1.97855,1.29782,0.91709,0.00113191,0.00113191,0.00113191
23,30.8166,2.07365,1.30284,0.91328,0.49854,0.58976,0.51767,0.23024,1.9336,1.26172,0.92185,0.00111776,0.00111776,0.00111776
24,32.0893,2.06907,1.29013,0.9132,0.49663,0.58472,0.50644,0.21301,1.95671,1.29229,0.91639,0.00110362,0.00110362,0.00110362
25,33.3619,2.02313,1.26923,0.91462,0.51059,0.59953,0.53022,0.2431,1.8744,1.22842,0.91185,0.00108947,0.00108947,0.00108947
26,34.6608,2.06561,1.31996,0.92601,0.52369,0.61604,0.54162,0.24604,1.86849,1.23008,0.91115,0.00107532,0.00107532,0.00107532
27,35.9534,2.01631,1.26478,0.91771,0.54566,0.6101,0.54748,0.24482,1.88377,1.21292,0.91368,0.00106118,0.00106118,0.00106118
28,37.1847,2.01023,1.26918,0.91905,0.58039,0.58435,0.55634,0.25495,1.89036,1.18507,0.91651,0.00104703,0.00104703,0.00104703
29,38.4481,2.04677,1.28116,0.90728,0.57169,0.58431,0.55253,0.25015,1.87154,1.24723,0.90781,0.00103288,0.00103288,0.00103288
30,39.6637,2.01317,1.2765,0.9102,0.57008,0.58068,0.56007,0.25488,1.91869,1.24317,0.9219,0.00101873,0.00101873,0.00101873
31,40.907,2.01449,1.24265,0.9098,0.56882,0.60849,0.56372,0.25345,1.84891,1.22119,0.90866,0.00100459,0.00100459,0.00100459
32,42.1487,2.04072,1.27349,0.90651,0.56887,0.59721,0.55255,0.2544,1.85651,1.21832,0.91172,0.00099044,0.00099044,0.00099044
33,43.3948,1.96702,1.26273,0.90874,0.5531,0.61602,0.5444,0.25067,1.8586,1.27608,0.90635,0.000976293,0.000976293,0.000976293
34,44.6314,1.97731,1.258,0.90711,0.55672,0.61313,0.55494,0.25592,1.87465,1.22332,0.90864,0.000962146,0.000962146,0.000962146
35,45.8597,1.954,1.20966,0.90394,0.54868,0.61548,0.56984,0.26532,1.83961,1.22689,0.9056,0.000947999,0.000947999,0.000947999
36,47.081,1.96335,1.23686,0.92126,0.54149,0.62388,0.55454,0.25442,1.85564,1.20276,0.90693,0.000933851,0.000933851,0.000933851
37,48.3554,1.98101,1.23636,0.91466,0.56218,0.61108,0.54583,0.25088,1.90637,1.19274,0.92282,0.000919704,0.000919704,0.000919704
38,49.6058,1.99398,1.207,0.89895,0.56871,0.6143,0.56298,0.2523,1.88864,1.22713,0.91467,0.000905557,0.000905557,0.000905557
39,50.8474,1.98554,1.20493,0.89875,0.54889,0.62195,0.57064,0.26307,1.86005,1.18713,0.90851,0.00089141,0.00089141,0.00089141
40,52.0747,1.97656,1.21054,0.89975,0.55071,0.61336,0.57018,0.26189,1.84091,1.16941,0.90567,0.000877263,0.000877263,0.000877263
41,53.2817,1.94806,1.19845,0.90375,0.56515,0.61601,0.56849,0.26613,1.85044,1.16325,0.9091,0.000863116,0.000863116,0.000863116
42,54.5318,1.98543,1.17256,0.91023,0.56463,0.59959,0.55271,0.2552,1.86684,1.19105,0.91734,0.000848969,0.000848969,0.000848969
43,55.7394,1.98772,1.21122,0.90439,0.55876,0.60899,0.564,0.25809,1.83984,1.19006,0.90596,0.000834822,0.000834822,0.000834822
44,56.9531,1.98265,1.1857,0.90509,0.55637,0.58343,0.53365,0.23139,2.04745,1.19375,0.94641,0.000820675,0.000820675,0.000820675
45,58.179,1.99569,1.19005,0.91074,0.58134,0.62003,0.56826,0.26541,1.87785,1.16232,0.919,0.000806528,0.000806528,0.000806528
46,59.4516,1.92874,1.18961,0.90347,0.57822,0.61958,0.57902,0.27226,1.85432,1.15759,0.91257,0.00079238,0.00079238,0.00079238
47,60.686,1.91616,1.17408,0.90587,0.59436,0.61994,0.58602,0.27247,1.84975,1.16457,0.91164,0.000778233,0.000778233,0.000778233
48,61.9512,1.90315,1.14032,0.89689,0.5983,0.61462,0.59023,0.27611,1.85412,1.15669,0.90609,0.000764086,0.000764086,0.000764086
49,63.2003,1.96304,1.17937,0.90542,0.59923,0.61744,0.5934,0.2779,1.85712,1.15585,0.90802,0.000749939,0.000749939,0.000749939
50,64.4985,1.93185,1.18127,0.91179,0.57488,0.63617,0.58274,0.27184,1.83214,1.16319,0.90667,0.000735792,0.000735792,0.000735792
51,65.7183,1.94594,1.17211,0.90067,0.55634,0.62381,0.56861,0.25268,1.9113,1.19779,0.90863,0.000721645,0.000721645,0.000721645
52,66.9902,1.97651,1.17814,0.90796,0.57123,0.5949,0.55756,0.24325,2.07588,1.19172,0.95165,0.000707498,0.000707498,0.000707498
53,68.216,2.00432,1.17008,0.92075,0.57148,0.63337,0.58088,0.27128,1.89895,1.15736,0.92595,0.000693351,0.000693351,0.000693351
54,69.4562,1.92643,1.17947,0.89823,0.55231,0.65198,0.58018,0.26971,1.83119,1.17136,0.90304,0.000679204,0.000679204,0.000679204
55,70.6588,1.91084,1.16643,0.90549,0.57511,0.64625,0.58571,0.28008,1.7993,1.17029,0.90328,0.000665057,0.000665057,0.000665057
56,71.8915,1.95971,1.17735,0.90712,0.55631,0.62367,0.55665,0.24102,1.89866,1.23374,0.90632,0.000650909,0.000650909,0.000650909
57,73.0858,1.91631,1.14796,0.89733,0.56555,0.63036,0.57418,0.26268,1.83142,1.22233,0.90357,0.000636762,0.000636762,0.000636762
58,74.3279,1.93415,1.1844,0.89865,0.57644,0.62174,0.57953,0.27684,1.82742,1.2026,0.90695,0.000622615,0.000622615,0.000622615
59,75.526,1.86008,1.15101,0.8998,0.57512,0.61457,0.57817,0.27225,1.838,1.18286,0.90838,0.000608468,0.000608468,0.000608468
60,76.7314,1.89261,1.15929,0.90143,0.57924,0.61612,0.5668,0.26844,1.8747,1.20293,0.91601,0.000594321,0.000594321,0.000594321
61,77.9292,1.92393,1.15154,0.89835,0.56958,0.6298,0.57464,0.27172,1.83643,1.22158,0.90612,0.000580174,0.000580174,0.000580174
62,79.1274,1.92642,1.17015,0.90347,0.57451,0.61695,0.57711,0.27263,1.91239,1.19386,0.92305,0.000566027,0.000566027,0.000566027
63,80.3128,1.94295,1.17752,0.90767,0.57115,0.62773,0.57871,0.27256,1.90948,1.17855,0.92283,0.00055188,0.00055188,0.00055188
64,81.5381,1.90014,1.13409,0.90087,0.57218,0.62615,0.5745,0.26931,1.8649,1.16783,0.91362,0.000537733,0.000537733,0.000537733
65,82.763,1.92695,1.12868,0.88868,0.56522,0.63726,0.5896,0.2774,1.83408,1.16687,0.90544,0.000523586,0.000523586,0.000523586
